state,year,median income,margin of error
AK,1984,74689.00,3400.00
AK,1985,77625.00,2430.00
AK,1986,68775.00,2231.00
AK,1987,70468.00,3174.00
AK,1988,67745.00,2421.00
AK,1989,70599.00,2702.00
AK,1990,73433.00,3040.00
AK,1991,73224.00,3285.00
AK,1992,73541.00,2034.00
AK,1993,73670.00,2819.00
AK,1994,76258.00,2511.00
AK,1995,78710.00,3296.00
AK,1996,84383.00,3049.00
AK,1997,75109.00,1969.00
AK,1998,78271.00,3280.00
AK,1999,77703.00,3365.00
AK,2000,77275.00,1695.00
AK,2001,81556.00,2861.00
AK,2002,73868.00,1502.00
AK,2003,70945.00,1343.00
AK,2004,73378.00,2760.00
AK,2005,72041.00,1716.00
AK,2006,70437.00,1866.00
AK,2007,76477.00,1922.00
AK,2008,74812.00,2691.00
AK,2009,72275.00,2054.00
AK,2010,66767.00,2758.00
AK,2011,64260.00,4151.00
AK,2012,69739.00,3111.00
AK,2013,78249.00,5880.00
AK,2014,71804.00,3348.00
AK,2015,79611.00,3694.00
AK,2016,79237.00,4276.00
AK,2017,73992.00,2785.00
AK,2018,68734.00,3390.00
AL,1984,39958.00,1397.00
AL,1985,40915.00,1696.00
AL,1986,41963.00,1941.00
AL,1987,41844.00,2432.00
AL,1988,40823.00,1866.00
AL,1989,41733.00,2098.00
AL,1990,43645.00,1938.00
AL,1991,43896.00,1926.00
AL,1992,45403.00,1861.00
AL,1993,43041.00,1867.00
AL,1994,45714.00,2621.00
AL,1995,42661.00,2078.00
AL,1996,48447.00,2011.00
AL,1997,49983.00,2515.00
AL,1998,55997.00,2018.00
AL,1999,54806.00,1798.00
AL,2000,51798.00,1568.00
AL,2001,49989.00,1430.00
AL,2002,52633.00,1486.00
AL,2003,50988.00,2162.00
AL,2004,48812.00,1736.00
AL,2005,47885.00,1566.00
AL,2006,47382.00,1266.00
AL,2007,51248.00,1724.00
AL,2008,51999.00,1940.00
AL,2009,46905.00,1061.00
AL,2010,47244.00,2765.00
AL,2011,47654.00,2261.00
AL,2012,47624.00,2771.00
AL,2013,51092.00,5950.00
AL,2014,44888.00,1623.00
AL,2015,49412.00,2408.00
AL,2016,49412.00,2408.00
AL,2017,52359.00,866.00
AL,2018,49936.00,2423.00
AR,1984,36181.00,1727.00
AR,1985,38946.00,1705.00
AR,1986,41082.00,1678.00
AR,1987,39921.00,2137.00
AR,1988,41282.00,1445.00
AR,1989,42025.00,1794.00
AR,1990,42578.00,1833.00
AR,1991,42254.00,1412.00
AR,1992,42015.00,2459.00
AR,1993,39535.00,1453.00
AR,1994,42972.00,1587.00
AR,1995,42370.00,1640.00
AR,1996,43364.00,1564.00
AR,1997,40942.00,1806.00
AR,1998,42716.00,1791.00
AR,1999,44875.00,1551.00
AR,2000,43424.00,1129.00
AR,2001,47400.00,1626.00
AR,2002,45332.00,1089.00
AR,2003,43798.00,1062.00
AR,2004,46620.00,1325.00
AR,2005,47250.00,1687.00
AR,2006,46265.00,958.00
AR,2007,49527.00,1637.00
AR,2008,46282.00,1396.00
AR,2009,42867.00,1066.00
AR,2010,44536.00,2844.00
AR,2011,46213.00,2069.00
AR,2012,42752.00,3081.00
AR,2013,42515.00,2593.00
AR,2014,47695.00,2703.00
AR,2015,45362.00,1666.00
AR,2016,48037.00,2265.00
AR,2017,50019.00,2706.00
AR,2018,49781.00,2108.00
AZ,1984,49457.00,1406.00
AZ,1985,53287.00,1660.00
AZ,1986,55931.00,1575.00
AZ,1987,56719.00,1891.00
AZ,1988,54099.00,1725.00
AZ,1989,55984.00,2373.00
AZ,1990,54609.00,2132.00
AZ,1991,55420.00,1617.00
AZ,1992,51649.00,1914.00
AZ,1993,52355.00,1922.00
AZ,1994,52601.00,1299.00
AZ,1995,50658.00,2232.00
AZ,1996,50581.00,2037.00
AZ,1997,51237.00,2030.00
AZ,1998,57269.00,1938.00
AZ,1999,55931.00,1713.00
AZ,2000,58172.00,1769.00
AZ,2001,60715.00,2049.00
AZ,2002,55616.00,1404.00
AZ,2003,56340.00,1946.00
AZ,2004,58430.00,1523.00
AZ,2005,58319.00,1638.00
AZ,2006,58250.00,1556.00
AZ,2007,57321.00,1888.00
AZ,2008,54849.00,1315.00
AZ,2009,53662.00,1456.00
AZ,2010,54127.00,2570.00
AZ,2011,54403.00,2712.00
AZ,2012,51546.00,3202.00
AZ,2013,56805.00,4713.00
AZ,2014,52294.00,2446.00
AZ,2015,55378.00,2128.00
AZ,2016,59750.00,2062.00
AZ,2017,62615.00,2706.00
AZ,2018,62283.00,2291.00
CA,1984,58372.00,840.00
CA,1985,60215.00,781.00
CA,1986,63629.00,1250.00
CA,1987,63922.00,1141.00
CA,1988,61982.00,1297.00
CA,1989,64723.00,1212.00
CA,1990,62206.00,1056.00
CA,1991,60697.00,1235.00
CA,1992,61404.00,1107.00
CA,1993,58470.00,1117.00
CA,1994,59388.00,1040.00
CA,1995,60745.00,1187.00
CA,1996,62052.00,1308.00
CA,1997,62120.00,1352.00
CA,1998,63204.00,891.00
CA,1999,65961.00,1063.00
CA,2000,68456.00,1003.00
CA,2001,67195.00,1034.00
CA,2002,66397.00,1072.00
CA,2003,67473.00,1121.00
CA,2004,65594.00,880.00
CA,2005,66710.00,593.00
CA,2006,69065.00,868.00
CA,2007,67664.00,750.00
CA,2008,66658.00,969.00
CA,2009,65858.00,726.00
CA,2010,62652.00,1364.00
CA,2011,59713.00,1542.00
CA,2012,62477.00,1356.00
CA,2013,65640.00,1955.00
CA,2014,64221.00,949.00
CA,2015,67448.00,1813.00
CA,2016,69729.00,1125.00
CA,2017,71459.00,1487.00
CA,2018,70489.00,1233.00
CO,1984,59558.00,1858.00
CO,1985,62895.00,1897.00
CO,1986,59642.00,2031.00
CO,1987,56140.00,2279.00
CO,1988,53647.00,2630.00
CO,1989,52560.00,2741.00
CO,1990,57428.00,1693.00
CO,1991,56793.00,2245.00
CO,1992,57148.00,2588.00
CO,1993,59182.00,2692.00
CO,1994,63594.00,2431.00
CO,1995,66813.00,2547.00
CO,1996,65470.00,2125.00
CO,1997,67658.00,3042.00
CO,1998,71951.00,1677.00
CO,1999,72837.00,2242.00
CO,2000,70538.00,1809.00
CO,2001,70231.00,1692.00
CO,2002,67597.00,2049.00
CO,2003,68349.00,1585.00
CO,2004,67811.00,2119.00
CO,2005,65026.00,1659.00
CO,2006,69537.00,1903.00
CO,2007,74228.00,1231.00
CO,2008,71251.00,2219.00
CO,2009,65618.00,1871.00
CO,2010,69520.00,2864.00
CO,2011,65601.00,2857.00
CO,2012,62735.00,2967.00
CO,2013,73325.00,4458.00
CO,2014,64702.00,2563.00
CO,2015,70585.00,3903.00
CO,2016,73841.00,4316.00
CO,2017,75980.00,3055.00
CO,2018,73034.00,3562.00
CT,1984,69138.00,2858.00
CT,1985,69385.00,2520.00
CT,1986,71769.00,3520.00
CT,1987,69681.00,2888.00
CT,1988,74109.00,2646.00
CT,1989,82981.00,3122.00
CT,1990,72633.00,3918.00
CT,1991,76005.00,3505.00
CT,1992,71851.00,3469.00
CT,1993,67810.00,2849.00
CT,1994,69080.00,2681.00
CT,1995,66054.00,3724.00
CT,1996,67339.00,4935.00
CT,1997,68835.00,3113.00
CT,1998,71811.00,4212.00
CT,1999,76489.00,3471.00
CT,2000,73363.00,1984.00
CT,2001,75847.00,1763.00
CT,2002,74726.00,1918.00
CT,2003,75226.00,2136.00
CT,2004,73427.00,2196.00
CT,2005,73258.00,2105.00
CT,2006,77910.00,2699.00
CT,2007,77870.00,2488.00
CT,2008,75623.00,3158.00
CT,2009,76085.00,2708.00
CT,2010,76174.00,2418.00
CT,2011,73194.00,3372.00
CT,2012,70396.00,3126.00
CT,2013,74814.00,3496.00
CT,2014,74492.00,2830.00
CT,2015,77255.00,4716.00
CT,2016,79446.00,3562.00
CT,2017,74554.00,3595.00
CT,2018,72812.00,5119.00
DC,1984,47109.00,1985.00
DC,1985,47036.00,1687.00
DC,1986,53347.00,2746.00
DC,1987,58216.00,2725.00
DC,1988,54725.00,1531.00
DC,1989,52454.00,1990.00
DC,1990,51185.00,2919.00
DC,1991,53883.00,3431.00
DC,1992,53213.00,1977.00
DC,1993,46854.00,2962.00
DC,1994,50622.00,1861.00
DC,1995,50469.00,1940.00
DC,1996,51107.00,2523.00
DC,1997,49860.00,1540.00
DC,1998,51622.00,2024.00
DC,1999,58463.00,2417.00
DC,2000,60276.00,1568.00
DC,2001,58532.00,1454.00
DC,2002,54686.00,1393.00
DC,2003,61648.00,1941.00
DC,2004,57903.00,2484.00
DC,2005,57994.00,2793.00
DC,2006,60523.00,2096.00
DC,2007,61653.00,1332.00
DC,2008,64993.00,2061.00
DC,2009,62346.00,2450.00
DC,2010,65705.00,3847.00
DC,2011,61821.00,2360.00
DC,2012,71490.00,4022.00
DC,2013,64844.00,5970.00
DC,2014,72492.00,4674.00
DC,2015,74268.00,3032.00
DC,2016,74276.00,2861.00
DC,2017,85415.00,3400.00
DC,2018,85750.00,2659.00
DE,1984,59600.00,2371.00
DE,1985,51285.00,3049.00
DE,1986,56207.00,2658.00
DE,1987,62009.00,1855.00
DE,1988,62428.00,2388.00
DE,1989,62878.00,2222.00
DE,1990,57561.00,2080.00
DE,1991,58752.00,2003.00
DE,1992,62767.00,2451.00
DE,1993,61886.00,1457.00
DE,1994,60299.00,2002.00
DE,1995,57330.00,3033.00
DE,1996,62847.00,2242.00
DE,1997,67345.00,3227.00
DE,1998,64013.00,2707.00
DE,1999,70495.00,3449.00
DE,2000,73646.00,2205.00
DE,2001,70522.00,2087.00
DE,2002,69495.00,2358.00
DE,2003,67088.00,1886.00
DE,2004,64031.00,1894.00
DE,2005,66039.00,1387.00
DE,2006,65468.00,2160.00
DE,2007,66274.00,2621.00
DE,2008,59278.00,1623.00
DE,2009,61141.00,2090.00
DE,2010,63727.00,2603.00
DE,2011,61160.00,1952.00
DE,2012,53659.00,2165.00
DE,2013,58402.00,4697.00
DE,2014,61073.00,3153.00
DE,2015,61216.00,3595.00
DE,2016,60740.00,3131.00
DE,2017,63837.00,3380.00
DE,2018,65012.00,3599.00
FL,1984,45671.00,1080.00
FL,1985,47632.00,975.00
FL,1986,50116.00,1184.00
FL,1987,51927.00,1009.00
FL,1988,51993.00,972.00
FL,1989,51147.00,931.00
FL,1990,49864.00,848.00
FL,1991,49136.00,856.00
FL,1992,48114.00,925.00
FL,1993,48992.00,1213.00
FL,1994,49241.00,1062.00
FL,1995,48822.00,1005.00
FL,1996,48989.00,820.00
FL,1997,50791.00,912.00
FL,1998,53901.00,1184.00
FL,1999,54171.00,948.00
FL,2000,56817.00,1086.00
FL,2001,51782.00,593.00
FL,2002,53222.00,1159.00
FL,2003,53338.00,1039.00
FL,2004,54017.00,842.00
FL,2005,55412.00,1044.00
FL,2006,57026.00,785.00
FL,2007,55596.00,692.00
FL,2008,52444.00,1003.00
FL,2009,53535.00,828.00
FL,2010,50860.00,1782.00
FL,2011,50468.00,1273.00
FL,2012,50480.00,1216.00
FL,2013,52400.00,3039.00
FL,2014,48988.00,1009.00
FL,2015,51750.00,1479.00
FL,2016,53551.00,874.00
FL,2017,54990.00,1860.00
FL,2018,54644.00,1887.00
GA,1984,46130.00,1881.00
GA,1985,46976.00,1759.00
GA,1986,53452.00,2439.00
GA,1987,56645.00,2926.00
GA,1988,54367.00,1834.00
GA,1989,54003.00,2002.00
GA,1990,51501.00,2216.00
GA,1991,49064.00,1962.00
GA,1992,50662.00,2160.00
GA,1993,54334.00,2152.00
GA,1994,52893.00,2081.00
GA,1995,55969.00,1472.00
GA,1996,51954.00,2664.00
GA,1997,57376.00,1434.00
GA,1998,59701.00,1820.00
GA,1999,59605.00,2049.00
GA,2000,61269.00,1215.00
GA,2001,60533.00,1526.00
GA,2002,60102.00,1549.00
GA,2003,58081.00,1340.00
GA,2004,54616.00,824.00
GA,2005,59196.00,1080.00
GA,2006,61605.00,1511.00
GA,2007,59053.00,1309.00
GA,2008,54046.00,1361.00
GA,2009,50848.00,1474.00
GA,2010,50919.00,2103.00
GA,2011,51440.00,2778.00
GA,2012,52726.00,1648.00
GA,2013,50738.00,4574.00
GA,2014,52614.00,2133.00
GA,2015,53809.00,1485.00
GA,2016,56011.00,1757.00
GA,2017,58406.00,2493.00
GA,2018,55821.00,2032.00
HI,1984,66659.00,2807.00
HI,1985,64634.00,3227.00
HI,1986,63614.00,2645.00
HI,1987,74261.00,2277.00
HI,1988,67583.00,3033.00
HI,1989,68695.00,2604.00
HI,1990,72729.00,2642.00
HI,1991,67155.00,2939.00
HI,1992,74088.00,2525.00
HI,1993,73208.00,3018.00
HI,1994,71027.00,4073.00
HI,1995,70334.00,2121.00
HI,1996,66785.00,3027.00
HI,1997,64060.00,2189.00
HI,1998,63039.00,3658.00
HI,1999,67284.00,2770.00
HI,2000,75373.00,1744.00
HI,2001,67447.00,1786.00
HI,2002,66210.00,1919.00
HI,2003,70941.00,1823.00
HI,2004,74949.00,2252.00
HI,2005,76803.00,1562.00
HI,2006,75496.00,1961.00
HI,2007,77726.00,2580.00
HI,2008,71927.00,1732.00
HI,2009,65289.00,2373.00
HI,2010,68719.00,3152.00
HI,2011,66068.00,2832.00
HI,2012,61648.00,2471.00
HI,2013,69355.00,4230.00
HI,2014,75619.00,2841.00
HI,2015,68379.00,3010.00
HI,2016,75480.00,2626.00
HI,2017,75369.00,2281.00
HI,2018,80108.00,3482.00
IA,1984,45851.00,1720.00
IA,1985,46704.00,1348.00
IA,1986,49261.00,1645.00
IA,1987,47052.00,1934.00
IA,1988,49740.00,2206.00
IA,1989,51499.00,1553.00
IA,1990,50991.00,1842.00
IA,1991,51482.00,1825.00
IA,1992,50567.00,1710.00
IA,1993,49186.00,2128.00
IA,1994,55603.00,2152.00
IA,1995,58300.00,1546.00
IA,1996,53094.00,2441.00
IA,1997,52869.00,2006.00
IA,1998,57159.00,1856.00
IA,1999,62134.00,1708.00
IA,2000,59939.00,1186.00
IA,2001,58258.00,1611.00
IA,2002,57456.00,1612.00
IA,2003,56639.00,1210.00
IA,2004,57823.00,2027.00
IA,2005,59936.00,1726.00
IA,2006,60084.00,1861.00
IA,2007,59377.00,1762.00
IA,2008,58623.00,1512.00
IA,2009,59507.00,1801.00
IA,2010,56573.00,1549.00
IA,2011,56191.00,2209.00
IA,2012,58557.00,2343.00
IA,2013,64951.00,6623.00
IA,2014,61379.00,3636.00
IA,2015,64500.00,3471.00
IA,2016,61836.00,2599.00
IA,2017,65028.00,5646.00
IA,2018,68718.00,2910.00
ID,1984,48688.00,2223.00
ID,1985,46333.00,1335.00
ID,1986,45510.00,1491.00
ID,1987,44009.00,1768.00
ID,1988,47990.00,2055.00
ID,1989,48341.00,1869.00
ID,1990,47285.00,1822.00
ID,1991,47088.00,1855.00
ID,1992,48739.00,1538.00
ID,1993,53213.00,2270.00
ID,1994,53009.00,2148.00
ID,1995,53633.00,1832.00
ID,1996,55492.00,2144.00
ID,1997,52276.00,2095.00
ID,1998,56636.00,1683.00
ID,1999,54124.00,2136.00
ID,2000,54996.00,1743.00
ID,2001,54370.00,1373.00
ID,2002,52790.00,1569.00
ID,2003,57991.00,1344.00
ID,2004,59112.00,1848.00
ID,2005,56941.00,1616.00
ID,2006,57696.00,1638.00
ID,2007,59712.00,1567.00
ID,2008,55441.00,1965.00
ID,2009,54881.00,1483.00
ID,2010,54304.00,2157.00
ID,2011,53102.00,3903.00
ID,2012,52508.00,3477.00
ID,2013,52330.00,5921.00
ID,2014,56737.00,2731.00
ID,2015,54716.00,1335.00
ID,2016,59189.00,1320.00
ID,2017,61676.00,2459.00
ID,2018,58728.00,2405.00
IL,1984,54828.00,1309.00
IL,1985,55503.00,1167.00
IL,1986,58148.00,1391.00
IL,1987,57429.00,1137.00
IL,1988,60420.00,1543.00
IL,1989,61372.00,1222.00
IL,1990,60809.00,1353.00
IL,1991,57488.00,1287.00
IL,1992,55507.00,1323.00
IL,1993,56383.00,1390.00
IL,1994,58968.00,1343.00
IL,1995,62488.00,1436.00
IL,1996,63239.00,1770.00
IL,1997,64606.00,1224.00
IL,1998,66669.00,1905.00
IL,1999,70044.00,1554.00
IL,2000,67357.00,1413.00
IL,2001,65644.00,1250.00
IL,2002,59781.00,1198.00
IL,2003,61797.00,1467.00
IL,2004,61403.00,1097.00
IL,2005,62383.00,1271.00
IL,2006,60765.00,1457.00
IL,2007,63745.00,1153.00
IL,2008,62262.00,1549.00
IL,2009,62028.00,1104.00
IL,2010,58549.00,1701.00
IL,2011,56658.00,1537.00
IL,2012,56690.00,1455.00
IL,2013,58236.00,3549.00
IL,2014,58306.00,1725.00
IL,2015,64032.00,2119.00
IL,2016,64235.00,1843.00
IL,2017,66184.00,2048.00
IL,2018,70145.00,2253.00
IN,1984,52561.00,1639.00
IN,1985,50605.00,1397.00
IN,1986,49851.00,1555.00
IN,1987,47750.00,2002.00
IN,1988,53808.00,1905.00
IN,1989,50780.00,2004.00
IN,1990,50318.00,2054.00
IN,1991,48842.00,1662.00
IN,1992,50192.00,2313.00
IN,1993,50579.00,2335.00
IN,1994,46827.00,1735.00
IN,1995,54797.00,2370.00
IN,1996,56193.00,2075.00
IN,1997,60860.00,1851.00
IN,1998,61347.00,2453.00
IN,1999,61741.00,2599.00
IN,2000,59754.00,993.00
IN,2001,57409.00,1348.00
IN,2002,57453.00,1047.00
IN,2003,58064.00,1313.00
IN,2004,56408.00,1534.00
IN,2005,54699.00,1418.00
IN,2006,56690.00,1543.00
IN,2007,57610.00,1524.00
IN,2008,54389.00,1385.00
IN,2009,51980.00,1273.00
IN,2010,53253.00,2970.00
IN,2011,49730.00,2584.00
IN,2012,50575.00,1958.00
IN,2013,53397.00,4867.00
IN,2014,51027.00,2063.00
IN,2015,55097.00,1783.00
IN,2016,58697.00,3011.00
IN,2017,60308.00,2075.00
IN,2018,59892.00,1997.00
KS,1984,56853.00,2105.00
KS,1985,50857.00,2305.00
KS,1986,52478.00,1715.00
KS,1987,54247.00,1908.00
KS,1988,52320.00,2360.00
KS,1989,52670.00,1780.00
KS,1990,55904.00,2203.00
KS,1991,52820.00,1684.00
KS,1992,53387.00,2000.00
KS,1993,51086.00,1963.00
KS,1994,47607.00,1788.00
KS,1995,49801.00,1512.00
KS,1996,52097.00,2334.00
KS,1997,57076.00,2526.00
KS,1998,56684.00,2497.00
KS,1999,56465.00,3142.00
KS,2000,60038.00,1708.00
KS,2001,58882.00,1585.00
KS,2002,59654.00,1465.00
KS,2003,60537.00,1815.00
KS,2004,54725.00,2331.00
KS,2005,54171.00,1270.00
KS,2006,56871.00,1563.00
KS,2007,58878.00,2191.00
KS,2008,55975.00,1648.00
KS,2009,52463.00,2098.00
KS,2010,53155.00,2096.00
KS,2011,51634.00,2182.00
KS,2012,54788.00,1985.00
KS,2013,51632.00,4854.00
KS,2014,56743.00,3040.00
KS,2015,58152.00,3954.00
KS,2016,59446.00,3420.00
KS,2017,59283.00,2969.00
