state,year,median income,margin of error
NV,2017,57929.00,3113.00
NV,2018,61864.00,2116.00
NY,1984,50846.00,963.00
NY,1985,52756.00,1167.00
NY,1986,54889.00,1040.00
NY,1987,55945.00,967.00
NY,1988,59174.00,1367.00
NY,1989,61756.00,888.00
NY,1990,59032.00,955.00
NY,1991,57325.00,970.00
NY,1992,54627.00,931.00
NY,1993,54392.00,954.00
NY,1994,53619.00,802.00
NY,1995,54211.00,1175.00
NY,1996,56613.00,1193.00
NY,1997,56022.00,992.00
NY,1998,57738.00,1200.00
NY,1999,60458.00,1329.00
NY,2000,59577.00,850.00
NY,2001,59876.00,853.00
NY,2002,58740.00,812.00
NY,2003,58560.00,1193.00
NY,2004,59500.00,1055.00
NY,2005,60808.00,1066.00
NY,2006,60204.00,1235.00
NY,2007,59421.00,1114.00
NY,2008,58996.00,797.00
NY,2009,58915.00,703.00
NY,2010,57456.00,1524.00
NY,2011,56657.00,1126.00
NY,2012,52243.00,1737.00
NY,2013,53949.00,2448.00
NY,2014,57662.00,1891.00
NY,2015,61480.00,2337.00
NY,2016,64288.00,1470.00
NY,2017,63969.00,2144.00
NY,2018,67274.00,1722.00
OH,1984,53376.00,1136.00
OH,1985,56182.00,1259.00
OH,1986,55086.00,1290.00
OH,1987,54649.00,1177.00
OH,1988,56770.00,1302.00
OH,1989,56903.00,1284.00
OH,1990,56083.00,1345.00
OH,1991,53712.00,1368.00
OH,1992,55248.00,1033.00
OH,1993,53685.00,1129.00
OH,1994,53545.00,982.00
OH,1995,57351.00,1622.00
OH,1996,54471.00,1700.00
OH,1997,56548.00,1399.00
OH,1998,60102.00,2433.00
OH,1999,59702.00,1495.00
OH,2000,62821.00,1070.00
OH,2001,59408.00,940.00
OH,2002,59745.00,1088.00
OH,2003,59562.00,1273.00
OH,2004,57376.00,1302.00
OH,2005,56975.00,1348.00
OH,2006,57305.00,790.00
OH,2007,59609.00,1317.00
OH,2008,54873.00,991.00
OH,2009,53826.00,734.00
OH,2010,52961.00,1723.00
OH,2011,49957.00,1343.00
OH,2012,48622.00,1888.00
OH,2013,54793.00,2643.00
OH,2014,52708.00,1479.00
OH,2015,56494.00,2074.00
OH,2016,56490.00,1982.00
OH,2017,61225.00,1936.00
OH,2018,61633.00,2254.00
OK,1984,48817.00,1657.00
OK,1985,47324.00,1705.00
OK,1986,45946.00,1910.00
OK,1987,45994.00,1874.00
OK,1988,48434.00,1547.00
OK,1989,46405.00,2424.00
OK,1990,45564.00,1951.00
OK,1991,45909.00,1945.00
OK,1992,44482.00,1891.00
OK,1993,45062.00,2560.00
OK,1994,45369.00,2039.00
OK,1995,43186.00,1444.00
OK,1996,43866.00,1741.00
OK,1997,49063.00,1604.00
OK,1998,52076.00,1902.00
OK,1999,49412.00,2254.00
OK,2000,47423.00,1037.00
OK,2001,50627.00,981.00
OK,2002,51030.00,858.00
OK,2003,49136.00,1069.00
OK,2004,52790.00,1495.00
OK,2005,48523.00,1868.00
OK,2006,48488.00,1994.00
OK,2007,52466.00,1764.00
OK,2008,53910.00,1088.00
OK,2009,53825.00,1336.00
OK,2010,49749.00,2393.00
OK,2011,54217.00,2680.00
OK,2012,53040.00,3091.00
OK,2013,49841.00,3716.00
OK,2014,50113.00,2946.00
OK,2015,49897.00,2053.00
OK,2016,53307.00,1729.00
OK,2017,56347.00,3178.00
OK,2018,54434.00,2774.00
OR,1984,49397.00,1720.00
OR,1985,48862.00,2325.00
OR,1986,54336.00,2198.00
OR,1987,53091.00,2315.00
OR,1988,56786.00,2353.00
OR,1989,55939.00,2814.00
OR,1990,54715.00,1805.00
OR,1991,54433.00,1960.00
OR,1992,56168.00,3587.00
OR,1993,56865.00,1991.00
OR,1994,52875.00,1896.00
OR,1995,59703.00,1592.00
OR,1996,56744.00,2037.00
OR,1997,58290.00,2798.00
OR,1998,60321.00,2975.00
OR,1999,61410.00,1893.00
OR,2000,62144.00,1369.00
OR,2001,58680.00,1069.00
OR,2002,58510.00,1197.00
OR,2003,56986.00,1321.00
OR,2004,54629.00,1401.00
OR,2005,56919.00,1793.00
OR,2006,58792.00,1743.00
OR,2007,60989.00,1647.00
OR,2008,60476.00,1606.00
OR,2009,57603.00,1929.00
OR,2010,58404.00,1737.00
OR,2011,57653.00,1798.00
OR,2012,56730.00,2553.00
OR,2013,52905.00,3117.00
OR,2014,62509.00,3183.00
OR,2015,64478.00,2516.00
OR,2016,61879.00,2744.00
OR,2017,66185.00,2926.00
OR,2018,69165.00,3655.00
PA,1984,46966.00,1152.00
PA,1985,51056.00,1201.00
PA,1986,52217.00,1086.00
PA,1987,53909.00,1147.00
PA,1988,54727.00,1017.00
PA,1989,56254.00,1341.00
PA,1990,54199.00,1286.00
PA,1991,54752.00,1107.00
PA,1992,52571.00,1173.00
PA,1993,53188.00,1191.00
PA,1994,53900.00,1099.00
PA,1995,56667.00,1121.00
PA,1996,55796.00,1557.00
PA,1997,58713.00,1509.00
PA,1998,60241.00,1668.00
PA,1999,57085.00,1725.00
PA,2000,61671.00,1029.00
PA,2001,61845.00,1028.00
PA,2002,59484.00,1113.00
PA,2003,58759.00,1065.00
PA,2004,58776.00,1385.00
PA,2005,59678.00,960.00
PA,2006,60523.00,1085.00
PA,2007,58805.00,1131.00
PA,2008,60096.00,689.00
PA,2009,56517.00,1099.00
PA,2010,55763.00,1741.00
PA,2011,55845.00,1895.00
PA,2012,56871.00,1539.00
PA,2013,59552.00,3170.00
PA,2014,58579.00,2406.00
PA,2015,64006.00,2360.00
PA,2016,63809.00,2130.00
PA,2017,64713.00,2820.00
PA,2018,64524.00,1635.00
RI,1984,49888.00,1957.00
RI,1985,54957.00,2009.00
RI,1986,58212.00,2325.00
RI,1987,59991.00,3053.00
RI,1988,61071.00,3242.00
RI,1989,59066.00,2655.00
RI,1990,59736.00,2196.00
RI,1991,55598.00,1967.00
RI,1992,53538.00,2521.00
RI,1993,57502.00,2655.00
RI,1994,53668.00,2220.00
RI,1995,58037.00,2254.00
RI,1996,59133.00,1656.00
RI,1997,54456.00,3498.00
RI,1998,62821.00,4103.00
RI,1999,64585.00,2993.00
RI,2000,61702.00,1489.00
RI,2001,65007.00,1631.00
RI,2002,59371.00,1225.00
RI,2003,61192.00,1709.00
RI,2004,63879.00,2628.00
RI,2005,63782.00,1877.00
RI,2006,67088.00,2276.00
RI,2007,65814.00,2245.00
RI,2008,62246.00,2805.00
RI,2009,60578.00,1696.00
RI,2010,59582.00,1997.00
RI,2011,54864.00,2554.00
RI,2012,61431.00,2806.00
RI,2013,60812.00,4159.00
RI,2014,62252.00,4248.00
RI,2015,59038.00,3442.00
RI,2016,64383.00,2959.00
RI,2017,68008.00,4312.00
RI,2018,62266.00,3348.00
SC,1984,46881.00,2156.00
SC,1985,44715.00,1924.00
SC,1986,48184.00,1895.00
SC,1987,53114.00,2409.00
SC,1988,52253.00,2353.00
SC,1989,46662.00,2076.00
SC,1990,53695.00,2584.00
SC,1991,49516.00,2050.00
SC,1992,48517.00,2523.00
SC,1993,44707.00,1647.00
SC,1994,50168.00,1915.00
SC,1995,47716.00,2298.00
SC,1996,55422.00,2246.00
SC,1997,53619.00,2518.00
SC,1998,51366.00,2023.00
SC,1999,55125.00,2612.00
SC,2000,54936.00,1370.00
SC,2001,53652.00,1454.00
SC,2002,52925.00,1713.00
SC,2003,52663.00,1534.00
SC,2004,51560.00,1361.00
SC,2005,51854.00,1552.00
SC,2006,49461.00,1682.00
SC,2007,53677.00,1885.00
SC,2008,49285.00,1311.00
SC,2009,48221.00,1306.00
SC,2010,48127.00,1685.00
SC,2011,44850.00,1904.00
SC,2012,48650.00,2363.00
SC,2013,47035.00,2578.00
SC,2014,47702.00,2383.00
SC,2015,49137.00,2402.00
SC,2016,56858.00,3299.00
SC,2017,56311.00,2129.00
SC,2018,57444.00,2082.00
SD,1984,44803.00,2142.00
SD,1985,40488.00,1567.00
SD,1986,43643.00,1456.00
SD,1987,44849.00,1266.00
SD,1988,45624.00,1439.00
SD,1989,47270.00,1959.00
SD,1990,45914.00,1603.00
SD,1991,44425.00,1406.00
SD,1992,46197.00,1177.00
SD,1993,47597.00,1785.00
SD,1994,49978.00,1992.00
SD,1995,48548.00,2643.00
SD,1996,47206.00,1604.00
SD,1997,46470.00,1792.00
SD,1998,50623.00,1564.00
SD,1999,54167.00,1427.00
SD,2000,53335.00,1005.00
SD,2001,56403.00,1217.00
SD,2002,53011.00,1334.00
SD,2003,54090.00,1374.00
SD,2004,54780.00,1326.00
SD,2005,55620.00,1765.00
SD,2006,56715.00,2049.00
SD,2007,56354.00,1093.00
SD,2008,60328.00,1163.00
SD,2009,53764.00,1512.00
SD,2010,52344.00,2360.00
SD,2011,52838.00,2402.00
SD,2012,54144.00,1868.00
SD,2013,57670.00,3150.00
SD,2014,56328.00,3761.00
SD,2015,58364.00,2760.00
SD,2016,60116.00,3218.00
SD,2017,58281.00,3722.00
SD,2018,59463.00,2642.00
TN,1984,38739.00,1330.00
TN,1985,39676.00,1243.00
TN,1986,40042.00,1939.00
TN,1987,44908.00,1686.00
TN,1988,42682.00,2081.00
TN,1989,44335.00,2559.00
TN,1990,42216.00,1624.00
TN,1991,44089.00,1650.00
TN,1992,42782.00,1606.00
TN,1993,43075.00,1426.00
TN,1994,48140.00,1728.00
TN,1995,47624.00,2081.00
TN,1996,49227.00,1738.00
TN,1997,47944.00,2125.00
TN,1998,52638.00,2018.00
TN,1999,55216.00,1981.00
TN,2000,49856.00,1360.00
TN,2001,50875.00,1125.00
TN,2002,51831.00,1555.00
TN,2003,51355.00,1616.00
TN,2004,50735.00,1409.00
TN,2005,50792.00,1535.00
TN,2006,50804.00,943.00
TN,2007,50013.00,1355.00
TN,2008,46417.00,1416.00
TN,2009,47535.00,1159.00
TN,2010,44541.00,1451.00
TN,2011,47306.00,2860.00
TN,2012,47110.00,2637.00
TN,2013,46817.00,3709.00
TN,2014,46415.00,2470.00
TN,2015,50165.00,1810.00
TN,2016,53727.00,1451.00
TN,2017,56587.00,2215.00
TN,2018,56060.00,1442.00
TX,1984,53148.00,1230.00
TX,1985,52988.00,1219.00
TX,1986,52996.00,1127.00
TX,1987,52419.00,1351.00
TX,1988,51086.00,1191.00
TX,1989,50756.00,1096.00
TX,1990,52747.00,1338.00
TX,1991,50003.00,1129.00
TX,1992,49177.00,1115.00
TX,1993,49296.00,1052.00
TX,1994,51696.00,1101.00
TX,1995,52588.00,1041.00
TX,1996,52875.00,1220.00
TX,1997,54891.00,1377.00
TX,1998,55251.00,1022.00
TX,1999,58491.00,1542.00
TX,2000,56456.00,1148.00
TX,2001,58093.00,728.00
TX,2002,56196.00,788.00
TX,2003,53747.00,1043.00
TX,2004,55166.00,732.00
TX,2005,53391.00,541.00
TX,2006,54068.00,1034.00
TX,2007,55911.00,850.00
TX,2008,54353.00,788.00
TX,2009,55699.00,872.00
TX,2010,54554.00,1338.00
TX,2011,54879.00,1290.00
TX,2012,56896.00,1041.00
TX,2013,55503.00,1468.00
TX,2014,57201.00,1427.00
TX,2015,59856.00,1366.00
TX,2016,60844.00,1472.00
TX,2017,60740.00,1743.00
TX,2018,59785.00,1372.00
UT,1984,53224.00,1697.00
UT,1985,56325.00,1567.00
UT,1986,57644.00,1777.00
UT,1987,56252.00,2532.00
UT,1988,53849.00,1860.00
UT,1989,60229.00,1988.00
UT,1990,56324.00,1902.00
UT,1991,50513.00,2450.00
UT,1992,60257.00,2014.00
UT,1993,61409.00,2131.00
UT,1994,60035.00,1750.00
UT,1995,59877.00,1508.00
UT,1996,59216.00,2126.00
UT,1997,66941.00,2793.00
UT,1998,68400.00,2123.00
UT,1999,69621.00,2442.00
UT,2000,69529.00,1522.00
UT,2001,67309.00,2276.00
UT,2002,66991.00,1604.00
UT,2003,67439.00,1234.00
UT,2004,67791.00,1235.00
UT,2005,70651.00,1680.00
UT,2006,68202.00,2086.00
UT,2007,64987.00,1479.00
UT,2008,73115.00,1784.00
UT,2009,68623.00,1863.00
UT,2010,65443.00,2265.00
UT,2011,62092.00,1856.00
UT,2012,63924.00,3226.00
UT,2013,65913.00,1677.00
UT,2014,67296.00,3430.00
UT,2015,70227.00,2609.00
UT,2016,70613.00,2341.00
UT,2017,73058.00,2305.00
UT,2018,77067.00,2327.00
VA,1984,61229.00,2018.00
VA,1985,63446.00,2955.00
VA,1986,65176.00,2356.00
VA,1987,63604.00,2148.00
VA,1988,66814.00,2699.00
VA,1989,66897.00,2363.00
VA,1990,65538.00,1958.00
VA,1991,65156.00,2409.00
VA,1992,67201.00,2391.00
VA,1993,62519.00,2380.00
VA,1994,63281.00,2573.00
VA,1995,59454.00,2283.00
VA,1996,62690.00,2333.00
VA,1997,67226.00,2969.00
VA,1998,66941.00,3389.00
VA,1999,69081.00,2676.00
VA,2000,68964.00,1557.00
VA,2001,71431.00,1632.00
VA,2002,69468.00,1806.00
VA,2003,74977.00,2139.00
VA,2004,68151.00,1487.00
VA,2005,66915.00,1527.00
VA,2006,71312.00,1988.00
VA,2007,71824.00,1657.00
VA,2008,72469.00,1692.00
VA,2009,70981.00,1400.00
VA,2010,69675.00,2268.00
VA,2011,70062.00,1984.00
VA,2012,70818.00,2373.00
VA,2013,71160.00,2958.00
VA,2014,70239.00,3128.00
VA,2015,65169.00,2585.00
VA,2016,69535.00,2549.00
VA,2017,73031.00,3356.00
VA,2018,77151.00,3086.00
VT,1984,52118.00,2269.00
VT,1985,58025.00,2102.00
VT,1986,53954.00,2200.00
VT,1987,53890.00,2913.00
VT,1988,59324.00,2204.00
VT,1989,61362.00,2227.00
VT,1990,58110.00,2487.00
VT,1991,52567.00,2203.00
VT,1992,57625.00,2345.00
VT,1993,53308.00,1641.00
VT,1994,60180.00,3204.00
VT,1995,55518.00,2039.00
VT,1996,51734.00,1998.00
VT,1997,54857.00,2703.00
VT,1998,60792.00,2457.00
VT,1999,62869.00,2127.00
VT,2000,57896.00,1347.00
VT,2001,57999.00,1342.00
VT,2002,60186.00,1162.00
VT,2003,59208.00,1337.00
VT,2004,63071.00,1692.00
VT,2005,65355.00,1687.00
VT,2006,64897.00,1581.00
VT,2007,57534.00,1697.00
VT,2008,59283.00,1148.00
VT,2009,61381.00,1687.00
VT,2010,64551.00,2593.00
VT,2011,58029.00,2246.00
VT,2012,60901.00,3320.00
VT,2013,70735.00,4333.00
VT,2014,64455.00,3289.00
VT,2015,63058.00,2779.00
VT,2016,63660.00,1427.00
VT,2017,65360.00,3209.00
VT,2018,70066.00,2350.00
WA,1984,57748.00,1900.00
WA,1985,53562.00,1687.00
WA,1986,58960.00,2084.00
WA,1987,57928.00,2349.00
WA,1988,66157.00,2108.00
WA,1989,62668.00,2886.00
WA,1990,60005.00,2315.00
WA,1991,61249.00,2137.00
WA,1992,59639.00,2194.00
WA,1993,61184.00,1906.00
WA,1994,56366.00,2000.00
WA,1995,58380.00,2055.00
WA,1996,58637.00,2571.00
WA,1997,69738.00,2684.00
WA,1998,73220.00,2129.00
WA,1999,68749.00,3145.00
WA,2000,62182.00,1771.00
WA,2001,60411.00,1797.00
WA,2002,63243.00,1349.00
WA,2003,65020.00,1909.00
WA,2004,66527.00,1423.00
WA,2005,65280.00,1347.00
WA,2006,68321.00,1553.00
WA,2007,70512.00,2108.00
WA,2008,66210.00,2363.00
WA,2009,70853.00,1407.00
WA,2010,64822.00,2378.00
WA,2011,63610.00,2219.00
WA,2012,68139.00,2464.00
WA,2013,69017.00,3656.00
WA,2014,62714.00,2330.00
WA,2015,71271.00,3448.00
WA,2016,73573.00,2189.00
WA,2017,77256.00,3388.00
WA,2018,79726.00,3025.00
WI,1984,47882.00,1895.00
WI,1985,51879.00,2591.00
WI,1986,57970.00,1761.00
WI,1987,55913.00,2990.00
WI,1988,60525.00,2001.00
WI,1989,57103.00,2431.00
WI,1990,57387.00,1676.00
WI,1991,56134.00,1835.00
WI,1992,58598.00,1930.00
WI,1993,54511.00,2299.00
WI,1994,59484.00,2138.00
WI,1995,67222.00,2163.00
WI,1996,63953.00,2846.00
WI,1997,61965.00,1800.00
WI,1998,63811.00,1962.00
WI,1999,69042.00,2839.00
WI,2000,65929.00,1392.00
WI,2001,64471.00,1597.00
WI,2002,64250.00,1324.00
WI,2003,63324.00,1339.00
WI,2004,60943.00,1782.00
WI,2005,57552.00,1518.00
WI,2006,64536.00,1431.00
WI,2007,62253.00,1263.00
WI,2008,59860.00,996.00
WI,2009,60112.00,946.00
WI,2010,58114.00,1656.00
WI,2011,58248.00,2313.00
WI,2012,58159.00,1873.00
WI,2013,55849.00,2839.00
WI,2014,61665.00,2287.00
WI,2015,58745.00,1576.00
WI,2016,62593.00,1931.00
WI,2017,64998.00,3763.00
WI,2018,62629.00,2039.00
WV,1984,38880.00,1403.00
WV,1985,35670.00,1848.00
WV,1986,36111.00,1985.00
WV,1987,36486.00,1650.00
WV,1988,39606.00,1903.00
WV,1989,42503.00,1653.00
WV,1990,41366.00,2134.00
WV,1991,41735.00,1655.00
WV,1992,35662.00,1569.00
WV,1993,38475.00,1683.00
WV,1994,39609.00,2046.00
WV,1995,40837.00,1428.00
WV,1996,40365.00,2080.00
WV,1997,43018.00,2058.00
WV,1998,41232.00,1204.00
WV,1999,44293.00,1737.00
WV,2000,43006.00,943.00
WV,2001,42188.00,958.00
WV,2002,41094.00,978.00
WV,2003,44840.00,1359.00
WV,2004,44473.00,1563.00
WV,2005,46976.00,1387.00
WV,2006,47965.00,1516.00
WV,2007,51101.00,1201.00
WV,2008,44420.00,1641.00
WV,2009,47504.00,1071.00
WV,2010,49372.00,2906.00
WV,2011,46794.00,1976.00
WV,2012,47721.00,3039.00
WV,2013,46502.00,3729.00
WV,2014,41993.00,2330.00
WV,2015,45389.00,3320.00
WV,2016,46412.00,2087.00
WV,2017,46499.00,1521.00
WV,2018,50573.00,1337.00
WY,1984,54976.00,1687.00
WY,1985,49279.00,2341.00
WY,1986,51673.00,1893.00
WY,1987,58502.00,3092.00
WY,1988,54066.00,2241.00
WY,1989,57884.00,2527.00
WY,1990,55050.00,1852.00
WY,1991,52378.00,2492.00
WY,1992,53146.00,2498.00
WY,1993,50523.00,2003.00
WY,1994,55705.00,3106.00
WY,1995,51751.00,1865.00
WY,1996,49487.00,1372.00
WY,1997,52306.00,2255.00
WY,1998,54428.00,2032.00
WY,1999,56314.00,1943.00
WY,2000,57947.00,1544.00
WY,2001,56471.00,1658.00
WY,2002,55656.00,1366.00
WY,2003,58241.00,1369.00
WY,2004,60497.00,1527.00
WY,2005,57639.00,1944.00
WY,2006,58730.00,1876.00
WY,2007,59178.00,1655.00
WY,2008,62359.00,1844.00
WY,2009,61559.00,2500.00
WY,2010,60249.00,2517.00
WY,2011,60991.00,2548.00
WY,2012,63016.00,3090.00
WY,2013,72817.00,4306.00
WY,2014,59128.00,2144.00
WY,2015,64575.00,2145.00
WY,2016,60513.00,3267.00
WY,2017,59247.00,3210.00
WY,2018,62539.00,3892.00