state,population,year,poverty rate,percent
AK,440142,1980,36000,8.18
AK,412000,1981,36000,8.74
AK,438000,1982,46000,10.5
AK,479000,1983,61000,12.73
AK,500000,1984,49000,9.8
AK,521000,1985,45000,8.64
AK,534000,1986,59000,11.05
AK,525000,1987,60000,11.43
AK,513000,1988,53000,10.33
AK,527000,1989,51000,9.68
AK,550043,1990,57000,10.36
AK,570000,1991,62000,10.88
AK,587000,1992,58000,9.88
AK,599000,1993,52000,8.68
AK,606000,1994,61000,10.07
AK,604000,1995,45000,7.45
AK,607000,1996,54000,8.9
AK,609000,1997,56000,9.2
AK,614000,1998,60000,9.77
AK,619500,1999,48000,7.75
AK,626932,2000,47000,7.5
AK,633630,2001,54000,8.52
AK,641482,2002,53000,8.26
AK,648280,2003,62000,9.56
AK,657755,2004,59000,8.97
AK,663253,2005,66000,9.95
AK,670053,2006,58000,8.66
AK,683478,2007,51000,7.46
AK,686293,2008,55000,8.01
AK,698473,2009,81000,11.6
AK,714146,2010,87000,12.18
AK,723860,2011,83000,11.47
AK,730307,2012,70000,9.59
AK,737259,2013,76000,10.31
AK,737046,2014,82000,11.13
AK,737709,2015,65000,8.81
AK,741522,2016,89000,12
AK,739786,2017,103000,13.92
AK,737438,2018,94000,12.75
AL,3861466,1980,810000,20.98
AL,3916000,1981,935000,23.88
AL,3943000,1982,849000,21.53
AL,3959000,1983,909000,22.96
AL,3990000,1984,738000,18.5
AL,4021000,1985,821000,20.42
AL,4053000,1986,959000,23.66
AL,4083000,1987,851000,20.84
AL,4127000,1988,775000,18.78
AL,4118000,1989,770000,18.7
AL,4040587,1990,779000,19.28
AL,4089000,1991,786000,19.22
AL,4136000,1992,729000,17.63
AL,4187000,1993,725000,17.32
AL,4219000,1994,704000,16.69
AL,4253000,1995,882000,20.74
AL,4273000,1996,595000,13.92
AL,4319000,1997,665000,15.4
AL,4352000,1998,609000,13.99
AL,4369862,1999,668000,15.29
AL,4447100,2000,583000,13.11
AL,4468912,2001,696000,15.57
AL,4478896,2002,640000,14.29
AL,4503726,2003,663000,14.72
AL,4525375,2004,762000,16.84
AL,4548327,2005,750000,16.49
AL,4599030,2006,650000,14.13
AL,4627851,2007,662000,14.3
AL,4661900,2008,675000,14.48
AL,4708708,2009,770000,16.35
AL,4785401,2010,812000,16.97
AL,4803689,2011,732000,15.24
AL,4817528,2012,777000,16.13
AL,4833996,2013,796000,16.47
AL,4846411,2014,848000,17.5
AL,4853875,2015,784000,16.15
AL,4860545,2016,782000,16.09
AL,4875120,2017,723000,14.83
AL,4887871,2018,779000,15.94
AR,2284037,1980,484000,21.19
AR,2294000,1981,541000,23.58
AR,2291000,1982,527000,23
AR,2328000,1983,492000,21.13
AR,2349000,1984,564000,24.01
AR,2359000,1985,541000,22.93
AR,2372000,1986,499000,21.04
AR,2388000,1987,537000,22.49
AR,2422000,1988,527000,21.76
AR,2406000,1989,442000,18.37
AR,2350725,1990,472000,20.08
AR,2372000,1991,425000,17.92
AR,2399000,1992,430000,17.92
AR,2424000,1993,484000,19.97
AR,2453000,1994,369000,15.04
AR,2484000,1995,376000,15.14
AR,2510000,1996,449000,17.89
AR,2523000,1997,515000,20.41
AR,2538000,1998,377000,14.85
AR,2551373,1999,384000,15.05
AR,2673400,2000,436000,16.31
AR,2694698,2001,472000,17.52
AR,2706268,2002,532000,19.66
AR,2727774,2003,474000,17.38
AR,2750000,2004,412000,14.98
AR,2775708,2005,382000,13.76
AR,2810872,2006,487000,17.33
AR,2834797,2007,387000,13.65
AR,2855390,2008,431000,15.09
AR,2889450,2009,538000,18.62
AR,2921588,2010,440000,15.06
AR,2938582,2011,545000,18.55
AR,2949828,2012,584000,19.8
AR,2958765,2013,504000,17.03
AR,2966835,2014,532000,17.93
AR,2977853,2015,475000,15.95
AR,2988231,2016,471000,15.76
AR,3002997,2017,432000,14.39
AR,3013825,2018,462000,15.33
AZ,2715357,1980,354000,13.04
AZ,2793000,1981,323000,11.56
AZ,2860000,1982,408000,14.27
AZ,2963000,1983,469000,15.83
AZ,3053000,1984,569000,18.64
AZ,3187000,1985,345000,10.83
AZ,3317000,1986,484000,14.59
AZ,3386000,1987,444000,13.11
AZ,3466000,1988,491000,14.17
AZ,3556000,1989,502000,14.12
AZ,3665228,1990,484000,13.21
AZ,3750000,1991,532000,14.19
AZ,3832000,1992,607000,15.84
AZ,3936000,1993,615000,15.63
AZ,4075000,1994,673000,16.52
AZ,4218000,1995,700000,16.6
AZ,4428000,1996,980000,22.13
AZ,4555000,1997,797000,17.5
AZ,4669000,1998,812000,17.39
AZ,4778332,1999,616000,12.89
AZ,5130632,2000,607000,11.83
AZ,5306966,2001,778000,14.66
AZ,5441125,2002,735000,13.51
AZ,5579222,2003,749000,13.42
AZ,5739879,2004,830000,14.46
AZ,5953007,2005,917000,15.4
AZ,6166318,2006,902000,14.63
AZ,6338755,2007,912000,14.39
AZ,6500180,2008,1172000,18.03
AZ,6595778,2009,1381000,20.94
AZ,6413158,2010,1208000,18.84
AZ,6467315,2011,1128000,17.44
AZ,6551149,2012,1260000,19.23
AZ,6634997,2013,1345000,20.27
AZ,6728783,2014,1409000,20.94
AZ,6817565,2015,1156000,16.96
AZ,6908642,2016,1108000,16.04
AZ,7048876,2017,926000,13.14
AZ,7171646,2018,929000,12.95
CA,23532680,1980,2619000,11.13
CA,24159000,1981,3216000,13.31
CA,24724000,1982,3475000,14.06
CA,25174000,1983,3755000,14.92
CA,25622000,1984,3375000,13.17
CA,26365000,1985,3596000,13.64
CA,26981000,1986,3453000,12.8
CA,27663000,1987,3443000,12.45
CA,28168000,1988,3687000,13.09
CA,29063000,1989,3772000,12.98
CA,29760021,1990,4128000,13.87
CA,30380000,1991,4825000,15.88
CA,30867000,1992,5197000,16.84
CA,31211000,1993,5803000,18.59
CA,31431000,1994,5658000,18
CA,31589000,1995,5342000,16.91
CA,31878000,1996,5472000,17.17
CA,32268000,1997,5459000,16.92
CA,32667000,1998,5118000,15.67
CA,33145121,1999,4733000,14.28
CA,33871648,2000,4294000,12.68
CA,34600463,2001,4321000,12.49
CA,35001986,2002,4605000,13.16
CA,35462712,2003,4634000,13.07
CA,35842038,2004,4724000,13.18
CA,36154147,2005,4716000,13.04
CA,36457549,2006,4427000,12.14
CA,36553215,2007,4589000,12.55
CA,36756666,2008,5344000,14.54
CA,36961664,2009,5638000,15.25
CA,37338198,2010,6073000,16.26
CA,37683933,2011,6352000,16.86
CA,37999878,2012,6015000,15.83
CA,38431393,2013,5675000,14.77
CA,38792291,2014,6112000,15.76
CA,38993940,2015,5441000,13.95
CA,39296476,2016,5435000,13.83
CA,39399349,2017,4872000,12.37
CA,39557045,2018,4664000,11.79
CO,2878407,1980,247000,8.58
CO,2963000,1981,285000,9.62
CO,3045000,1982,387000,12.71
CO,3139000,1983,390000,12.42
CO,3178000,1984,274000,8.62
CO,3231000,1985,324000,10.03
CO,3267000,1986,426000,13.04
CO,3296000,1987,398000,12.08
CO,3290000,1988,405000,12.31
CO,3317000,1989,393000,11.85
CO,3294394,1990,461000,13.99
CO,3377000,1991,347000,10.28
CO,3470000,1992,376000,10.84
CO,3566000,1993,354000,9.93
CO,3656000,1994,335000,9.16
CO,3747000,1995,335000,8.94
CO,3823000,1996,412000,10.78
CO,3893000,1997,320000,8.22
CO,3971000,1998,363000,9.14
CO,4056133,1999,366000,9.02
CO,4301261,2000,425000,9.88
CO,4430989,2001,383000,8.64
CO,4501051,2002,436000,9.69
CO,4547633,2003,436000,9.59
CO,4601821,2004,450000,9.78
CO,4663295,2005,530000,11.37
CO,4753377,2006,466000,9.8
CO,4861515,2007,478000,9.83
CO,4939456,2008,541000,10.95
CO,5024748,2009,613000,12.2
CO,5047692,2010,615000,12.18
CO,5116302,2011,661000,12.92
CO,5189458,2012,613000,11.81
CO,5272086,2013,560000,10.62
CO,5355588,2014,661000,12.34
CO,5448819,2015,538000,9.87
CO,5530105,2016,467000,8.44
CO,5615902,2017,427000,7.6
CO,5695564,2018,521000,9.15
CT,3095224,1980,255000,8.24
CT,3132000,1981,254000,8.11
CT,3153000,1982,254000,8.06
CT,3138000,1983,276000,8.8
CT,3154000,1984,218000,6.91
CT,3174000,1985,237000,7.47
CT,3189000,1986,186000,5.83
CT,3211000,1987,207000,6.45
CT,3241000,1988,128000,3.95
CT,3239000,1989,90000,2.78
CT,3287116,1990,196000,5.96
CT,3291000,1991,287000,8.72
CT,3281000,1992,321000,9.78
CT,3277000,1993,277000,8.45
CT,3275000,1994,344000,10.5
CT,3275000,1995,318000,9.71
CT,3274000,1996,392000,11.97
CT,3270000,1997,282000,8.62
CT,3274000,1998,310000,9.47
CT,3282031,1999,246000,7.5
CT,3405565,2000,258000,7.58
CT,3434602,2001,249000,7.25
CT,3458587,2002,279000,8.07
CT,3486960,2003,278000,7.97
CT,3498966,2004,352000,10.06
CT,3500701,2005,326000,9.31
CT,3504809,2006,275000,7.85
CT,3502309,2007,309000,8.82
CT,3501252,2008,376000,10.74
CT,3518288,2009,292000,8.3
CT,3575498,2010,303000,8.47
CT,3586717,2011,356000,9.93
CT,3591765,2012,363000,10.11
CT,3599341,2013,400000,11.11
CT,3594762,2014,308000,8.57
CT,3584730,2015,324000,9.04
CT,3587685,2016,351000,9.78
CT,3573880,2017,388000,10.86
CT,3572665,2018,348000,9.74
DC,635233,1980,131000,20.62
DC,636000,1981,111000,17.45
DC,631000,1982,117000,18.54
DC,623000,1983,130000,20.87
DC,623000,1984,128000,20.55
DC,626000,1985,123000,19.65
DC,626000,1986,77000,12.3
DC,622000,1987,88000,14.15
DC,620000,1988,88000,14.19
DC,604000,1989,102000,16.89
DC,606900,1990,120000,19.77
DC,598000,1991,98000,16.39
DC,589000,1992,120000,20.37
DC,578000,1993,158000,27.34
DC,570000,1994,129000,22.63
DC,554000,1995,122000,22.02
DC,543000,1996,130000,23.94
DC,529000,1997,113000,21.36
DC,523000,1998,114000,21.8
DC,519000,1999,80000,15.41
DC,572059,2000,84000,14.68
DC,573822,2001,101000,17.6
DC,569157,2002,97000,17.04
DC,557620,2003,92000,16.5
DC,554239,2004,93000,16.78
DC,582049,2005,115000,19.76
DC,581530,2006,104000,17.88
DC,588292,2007,104000,17.68
DC,591833,2008,98000,16.56
DC,599657,2009,107000,17.84
DC,604912,2010,118000,19.51
DC,619020,2011,123000,19.87
DC,633427,2012,116000,18.31
DC,649111,2013,139000,21.41
DC,659836,2014,125000,18.94
DC,670377,2015,113000,16.86
DC,684336,2016,112000,16.37
DC,695691,2017,94000,13.51
DC,702455,2018,102000,14.52
DE,594779,1980,68000,11.43
DE,598000,1981,72000,12.04
DE,602000,1982,70000,11.63
DE,606000,1983,52000,8.58
DE,613000,1984,63000,10.28
DE,622000,1985,71000,11.41
DE,633000,1986,79000,12.48
DE,644000,1987,42000,6.52
DE,660000,1988,57000,8.64
DE,673000,1989,68000,10.1
DE,666168,1990,48000,7.21
DE,680000,1991,53000,7.79
DE,689000,1992,55000,7.98
DE,700000,1993,73000,10.43
DE,706000,1994,57000,8.07
DE,717000,1995,74000,10.32
DE,725000,1996,63000,8.69
DE,732000,1997,72000,9.84
DE,744000,1998,80000,10.75
DE,753538,1999,80000,10.62
DE,783600,2000,65000,8.3
DE,796599,2001,53000,6.65
DE,805945,2002,73000,9.06
DE,818166,2003,60000,7.33
DE,830069,2004,74000,8.91
DE,841741,2005,78000,9.27
DE,853476,2006,80000,9.37
DE,864764,2007,80000,9.25
DE,873092,2008,82000,9.39
DE,885122,2009,109000,12.31
DE,899792,2010,109000,12.11
DE,908137,2011,123000,13.54
DE,917053,2012,121000,13.19
DE,925240,2013,127000,13.73
DE,935968,2014,103000,11
DE,944076,2015,106000,11.23
DE,952698,2016,110000,11.55
DE,957078,2017,89000,9.3
DE,967171,2018,72000,7.44
FL,9567112,1980,1692000,17.69
FL,10166000,1981,1704000,16.76
FL,10416000,1982,1601000,15.37
FL,10680000,1983,1595000,14.93
FL,10976000,1984,1693000,15.42
FL,11366000,1985,1551000,13.65
FL,11675000,1986,1342000,11.49
FL,12023000,1987,1523000,12.67
FL,12377000,1988,1704000,13.77
FL,12671000,1989,1590000,12.55
FL,12937926,1990,1896000,14.65
FL,13277000,1991,2069000,15.58
FL,13488000,1992,2139000,15.86
FL,13679000,1993,2507000,18.33
FL,13953000,1994,2128000,15.25
FL,14166000,1995,2321000,16.38
FL,14400000,1996,2037000,14.15
FL,14654000,1997,2056000,14.03
FL,14916000,1998,1923000,12.89
FL,15111244,1999,1937000,12.82
FL,15982378,2000,1754000,10.97
FL,16373330,2001,2077000,12.69
FL,16691701,2002,2058000,12.33
FL,16999181,2003,2148000,12.64
FL,17385430,2004,2028000,11.66
FL,17768191,2005,1975000,11.12
FL,18089888,2006,2068000,11.43
FL,18251243,2007,2250000,12.33
FL,18328340,2008,2370000,12.93
FL,18537969,2009,2676000,14.44
FL,18838613,2010,3006000,15.96
FL,19082262,2011,2822000,14.79
FL,19320749,2012,2926000,15.14
FL,19600311,2013,2888000,14.73
FL,19905569,2014,3282000,16.49
FL,20244914,2015,3253000,16.07
FL,20656589,2016,2659000,12.87
FL,20976812,2017,2864000,13.65
FL,21299325,2018,2883000,13.54
GA,5400851,1980,727000,13.46
GA,5569000,1981,881000,15.82
GA,5639000,1982,1074000,19.05
GA,5732000,1983,1050000,18.32
GA,5837000,1984,981000,16.81
GA,5976000,1985,1037000,17.35
GA,6104000,1986,879000,14.4
GA,6222000,1987,883000,14.19
GA,6401000,1988,875000,13.67
GA,6436000,1989,929000,14.43
GA,6478216,1990,1001000,15.45
GA,6623000,1991,1077000,16.26
GA,6751000,1992,1177000,17.43
GA,6917000,1993,919000,13.29
GA,7055000,1994,1012000,14.34
GA,7201000,1995,878000,12.19
GA,7353000,1996,1097000,14.92
GA,7486000,1997,1109000,14.81
GA,7642000,1998,1034000,13.53
GA,7788240,1999,1011000,12.98
GA,8186453,2000,982000,12
GA,8405677,2001,1069000,12.72
GA,8544005,2002,939000,10.99
GA,8676460,2003,1014000,11.69
GA,8918129,2004,1132000,12.69
GA,9132553,2005,1298000,14.21
GA,9363941,2006,1172000,12.52
GA,9544750,2007,1294000,13.56
GA,9685744,2008,1477000,15.25
GA,9829211,2009,1775000,18.06
GA,9712157,2010,1814000,18.68
GA,9812460,2011,1783000,18.17
GA,9915646,2012,1752000,17.67
GA,9994759,2013,1592000,15.93
GA,10097132,2014,1676000,16.6
GA,10199398,2015,1833000,17.97
GA,10313620,2016,1580000,15.32
GA,10413055,2017,1356000,13.02
GA,10519475,2018,1548000,14.72
HI,964680,1980,81000,8.4
HI,979000,1981,108000,11.03
HI,994000,1982,132000,13.28
HI,1023000,1983,129000,12.61
HI,1039000,1984,92000,8.85
HI,1054000,1985,109000,10.34
HI,1062000,1986,109000,10.26
HI,1083000,1987,95000,8.77
HI,1093000,1988,117000,10.7
HI,1112000,1989,122000,10.97
HI,1108229,1990,121000,10.92
HI,1135000,1991,90000,7.93
HI,1160000,1992,133000,11.47
HI,1172000,1993,91000,7.76
HI,1179000,1994,97000,8.23
HI,1187000,1995,122000,10.28
HI,1184000,1996,142000,11.99
HI,1187000,1997,164000,13.82
HI,1193000,1998,131000,10.98
HI,1185497,1999,133000,11.22
HI,1211537,2000,106000,8.75
HI,1227024,2001,138000,11.25
HI,1240663,2002,138000,11.12
HI,1248755,2003,117000,9.37
HI,1262124,2004,106000,8.4
HI,1273278,2005,110000,8.64
HI,1285498,2006,116000,9.02
HI,1283388,2007,94000,7.32
HI,1288198,2008,125000,9.7
HI,1295178,2009,156000,12.04
HI,1363359,2010,162000,11.88
HI,1378129,2011,162000,11.76
HI,1390090,2012,188000,13.52
HI,1408987,2013,152000,10.79
HI,1420257,2014,147000,10.35
HI,1431603,2015,151000,10.55
HI,1428683,2016,129000,9.03
HI,1424203,2017,144000,10.11
HI,1420491,2018,128000,9.01
IA,2907804,1980,311000,10.7
IA,2897000,1981,368000,12.7
IA,2905000,1982,371000,12.77
IA,2905000,1983,473000,16.28
IA,2910000,1984,419000,14.4
IA,2884000,1985,505000,17.51
IA,2851000,1986,376000,13.19
IA,2834000,1987,419000,14.78
IA,2834000,1988,263000,9.28
IA,2840000,1989,291000,10.25
IA,2776755,1990,289000,10.41
IA,2795000,1991,271000,9.7
IA,2812000,1992,328000,11.66
IA,2814000,1993,290000,10.31
IA,2829000,1994,302000,10.68
IA,2842000,1995,352000,12.39
IA,2852000,1996,279000,9.78
IA,2852000,1997,270000,9.47
IA,2862000,1998,257000,8.98
IA,2869413,1999,210000,7.32
IA,2926324,2000,237000,8.1
IA,2931967,2001,212000,7.23
IA,2935840,2002,267000,9.09
IA,2941976,2003,260000,8.84
IA,2952904,2004,316000,10.7
IA,2965524,2005,327000,11.03
IA,2982085,2006,301000,10.09
IA,2988046,2007,264000,8.84
IA,3002555,2008,285000,9.49
IA,3007856,2009,319000,10.61
IA,3050202,2010,307000,10.06
IA,3064097,2011,315000,10.28
IA,3075039,2012,310000,10.08
IA,3092341,2013,330000,10.67
IA,3109481,2014,317000,10.19
IA,3121997,2015,321000,10.28
IA,3130869,2016,302000,9.65
IA,3143637,2017,278000,8.84
IA,3156145,2018,277000,8.78
ID,943629,1980,138000,14.62
ID,959000,1981,171000,17.83
ID,965000,1982,151000,15.65
ID,989000,1983,174000,17.59
ID,1001000,1984,171000,17.08
ID,1005000,1985,159000,15.82
ID,1003000,1986,180000,17.95
ID,998000,1987,150000,15.03
ID,999000,1988,124000,12.41
ID,1014000,1989,126000,12.43
ID,1006749,1990,157000,15.59
ID,1039000,1991,144000,13.86
ID,1067000,1992,166000,15.56
ID,1099000,1993,150000,13.65
ID,1133000,1994,137000,12.09
ID,1163000,1995,167000,14.36
ID,1189000,1996,140000,11.77
ID,1210000,1997,183000,15.12
ID,1229000,1998,165000,13.43
ID,1251700,1999,175000,13.98
ID,1293953,2000,162000,12.52
ID,1320585,2001,151000,11.43
ID,1343124,2002,147000,10.94
ID,1367034,2003,138000,10.09
ID,1395140,2004,136000,9.75
ID,1429367,2005,143000,10
ID,1466465,2006,141000,9.61
ID,1499402,2007,149000,9.94
ID,1523816,2008,185000,12.14
ID,1545801,2009,209000,13.52
ID,1571102,2010,213000,13.56
ID,1583744,2011,248000,15.66
ID,1595590,2012,229000,14.35
ID,1612843,2013,205000,12.71
ID,1634806,2014,199000,12.17
ID,1652828,2015,204000,12.34
ID,1680026,2016,187000,11.13
ID,1718904,2017,202000,11.75
ID,1754208,2018,202000,11.52
IL,11355062,1980,1386000,12.21
IL,11455000,1981,1371000,11.97
IL,11448000,1982,1512000,13.21
IL,11486000,1983,1617000,14.08
IL,11511000,1984,1753000,15.23
IL,11535000,1985,1830000,15.86
IL,11533000,1986,1517000,13.15
IL,11582000,1987,1655000,14.29
IL,11544000,1988,1436000,12.44
IL,11658000,1989,1470000,12.61
IL,11430602,1990,1606000,14.05
IL,11543000,1991,1598000,13.84
IL,11631000,1992,1857000,15.97
IL,11697000,1993,1600000,13.68
IL,11752000,1994,1464000,12.46
IL,11830000,1995,1459000,12.33
IL,11847000,1996,1429000,12.06
IL,11896000,1997,1349000,11.34
IL,12045000,1998,1234000,10.24
IL,12128370,1999,1215000,10.02
IL,12419293,2000,1307000,10.52
IL,12520227,2001,1249000,9.98
IL,12586447,2002,1594000,12.66
IL,12649087,2003,1592000,12.59
IL,12712016,2004,1546000,12.16
IL,12765427,2005,1441000,11.29
IL,12831970,2006,1338000,10.43
IL,12852548,2007,1262000,9.82
IL,12901563,2008,1564000,12.12
IL,12910409,2009,1690000,13.09
IL,12841980,2010,1798000,14
IL,12859752,2011,1807000,14.05
IL,12868192,2012,1608000,12.5
IL,12890552,2013,1695000,13.15
IL,12882189,2014,1756000,13.63
IL,12839047,2015,1380000,10.75
IL,12835726,2016,1517000,11.82
IL,12786196,2017,1379000,10.79
IL,12741080,2018,1292000,10.14
IN,5461103,1980,645000,11.81
IN,5466000,1981,685000,12.53
IN,5471000,1982,683000,12.48
IN,5479000,1983,865000,15.79
IN,5498000,1984,697000,12.68
IN,5499000,1985,639000,11.62
IN,5504000,1986,674000,12.25
IN,5531000,1987,597000,10.79
IN,5575000,1988,560000,10.04
IN,5593000,1989,749000,13.39
IN,5544159,1990,714000,12.88
IN,5610000,1991,866000,15.44
IN,5662000,1992,661000,11.67
IN,5713000,1993,704000,12.32
IN,5752000,1994,816000,14.19
IN,5803000,1995,545000,9.39
IN,5841000,1996,428000,7.33
IN,5864000,1997,515000,8.78
IN,5899000,1998,547000,9.27
IN,5942901,1999,396000,6.66
IN,6080485,2000,513000,8.44
IN,6126743,2001,511000,8.34
IN,6156913,2002,552000,8.97
IN,6199571,2003,610000,9.84
IN,6226537,2004,712000,11.43
IN,6266019,2005,774000,12.35
IN,6313520,2006,674000,10.68
IN,6345289,2007,740000,11.66
IN,6376792,2008,901000,14.13
IN,6423113,2009,1023000,15.93
IN,6490622,2010,1041000,16.04
IN,6516353,2011,989000,15.18
IN,6537782,2012,964000,14.75
IN,6570713,2013,743000,11.31
IN,6597880,2014,948000,14.37
IN,6612768,2015,880000,13.31
IN,6634007,2016,768000,11.58
IN,6660082,2017,748000,11.23
IN,6691878,2018,761000,11.37
KS,2354783,1980,215000,9.13
KS,2381000,1981,267000,11.21
KS,2408000,1982,247000,10.26
KS,2425000,1983,321000,13.24
KS,2438000,1984,260000,10.66
KS,2450000,1985,331000,13.51
KS,2461000,1986,269000,10.93
KS,2476000,1987,225000,9.09
KS,2487000,1988,195000,7.84
KS,2513000,1989,262000,10.43
KS,2477574,1990,259000,10.45
KS,2495000,1991,317000,12.71
KS,2523000,1992,279000,11.06
KS,2531000,1993,327000,12.92
KS,2554000,1994,375000,14.68
KS,2565000,1995,273000,10.64
KS,2572000,1996,287000,11.16
KS,2595000,1997,250000,9.63
KS,2629000,1998,250000,9.51
KS,2654052,1999,320000,12.06
KS,2688418,2000,213000,7.92
KS,2702125,2001,267000,9.88
KS,2711769,2002,269000,9.92
KS,2724786,2003,288000,10.57
KS,2733697,2004,304000,11.12
KS,2748172,2005,337000,12.26
KS,2764075,2006,349000,12.63
KS,2775997,2007,319000,11.49
KS,2802134,2008,346000,12.35
KS,2818747,2009,374000,13.27
KS,2859143,2010,400000,13.99
KS,2870386,2011,402000,14.01
KS,2885398,2012,397000,13.76
KS,2895801,2013,373000,12.88
KS,2902507,2014,345000,11.89
KS,2906721,2015,404000,13.9
